PRODUCT_CODE,ATC,duration_of_box
022837090,N02BE51,25
022991057,R03AC02,10
022999054,M03BX01,.55
023653076,B01AB,.05
023673104,A07DA03,10
023202068,H02AB04,20
023241021,N04BC08,.2
023382029,N05CD06,1
023406010,P01AB04,.4
023475066,N02BE01,3
028752083,N05AX08,5
028472013,H01AC01,2
028612190,N01BB03,1
028675282,R03BA05,.6
028618015,M01AB05,.1
028694053,B01AB08,1.43
028804033,C08CA09,4
028687034,B02BD02,500
029169063,B05BA01,1
029047014,N02BE51,2
028943013,M01AB05,.1
029202013,S01BA07,.3
029791011,A06AG01,1
029487016,J01CA04,1
029835030,C01CA26,50
029418011,R03BA03,1
029520234,G03GA06,75
029454028,A03DB04,3.5
037067081,M01AC06,15
037548171,A04AA01,16
037625581,C09AA05,2.5
037743022,J02AC01,.2
037812068,L02BB03,50
038213031,C09AA05,2.5
038291011,J01CR02,1
038346060,N03AX12,1.8
038713259,C09AA03,10
039846086,A10BA02,2
039916414,A10BA02,2
040150144,N03AX12,1.8
040234179,C10AA05,20
040681025,A02BC04,20
040760011,A02BC01,20
040837015,A02BC05,30
038755017,J01FA10,.3
037295021,M05BA04,10
035068028,J01DD01,4
033324029,J01CA12,14
033109036,D08AJ,
033121017,J01CA01,2
033174018,C08DA01,.24
033209014,J05AB01,4
033240019,J06BA02,7
033264019,C09CA04,.15
033627023,D08AE,2
033638026,N05AH03,10
033340023,D01AC03,2
033398013,A07BC05,9
033411036,M01AB05,.1
033455041,C07CB03,1
033484027,N02AA01,.1
033569056,N06AB03,20
033576024,J01DC06,1
033834019,L01DB07,1.15
033844034,B05BB02,1
023584016,B03AB07,.9
023892019,H01BA02,25
024037018,A07FA51,3
024139014,A11CC06,1
024165021,R05CB03,1.5
023695048,N06AX03,60
023745096,C03DA02,
023782016,J06BB04,.5
024447169,A02BA02,.3
024173054,A05AA02,.75
024274019,A07FA01,
024309041,A03FA03,.12
024385243,B05BA02,1
024402149,H03AA01,.15
024425148,V08AB04,1
024428082,R05CB06,
024928119,B01AB01,10
024787018,L01AB01,4
030081018,J05AE03,1.2
030546016,M02AC,1
030798021,N02AA01,30
030659027,P01BC01,1.5
030672063,B05BA03,1
030672051,B05BA03,1
030719037,B05BB01,1
031058439,B05BB02,1
031239080,B05BB01,1
030904282,N01BB53,1
031316019,D08AG03,5
036545010,J01DD02,4
036694026,A16AX05,.15
036595015,C09AA02,10
036585014,J05AF09,.2
036468015,M01AE03,.15
036757021,A02BC03,30
036501031,J01DD02,4
035906039,J01DD04,2
037111147,N06AB04,20
037662032,J02AC01,.2
037995026,J01XX01,3
036957052,A10BB12,2
036920294,A02BC03,30
032079055,C09DA01,1
034254019,A07EC02,1.5
027612047,A04AA01,16
038253035,A02BC02,40
028735025,J01CA12,14
037143017,C10AA03,30
037404035,C09AA06,15
024444123,A05AA02,.75
038460174,C09BA07,1
037724022,L02BB03,50
027476023,A12AA04,3
035958026,J01DD04,2
033640311,N01BB03,1
033654029,C01BC03,.3
033688021,L02BA01,20
033731035,J05AB01,4
033734029,M02AC,2
033810084,N01BB51,1
033950015,M01AX17,.2
034000012,S01AE04,.4
033982012,M03BX05,8
033854035,B05BB01,1
033868035,D06BB03,1
034186318,C09DA06,1
034233039,N02AX02,.3
034076024,G04BE03,50
034091088,L03AB07,4.3
034118024,G03AC09,1
034168029,G04BD07,4
034382059,B05BA10,1
024563114,N06BX06,.5
024596052,R05CB06,
024635029,M01AE01,1.2
024685012,R05CB03,1.5
025275013,C08DB01,.24
025018021,M01AX,
025081023,S01GA01,.2
025190012,G04BD04,15
025195025,M01AE11,.6
025212046,J01DD02,4
025322025,J01FA11,1.2
025367057,N06BX12,1
025477074,V08AB02,1
025373061,N05AD01,8
025278058,C08DB01,.24
025284011,N05BA21,15
025299049,S01AD03,.5
025316023,N07BB,.45
029874397,V07AB,1
036816027,J01CR02,1
036644019,J05AR02,1
036780637,N03AX09,.3
036787024,J01CR02,1
034620118,V08AB04,1
032148049,S01XA20,.5
032246062,D08AX,
032164016,D08AC02,2
032056020,D08AX04,
035941018,B02BC30,1
036130019,D06AX07,1
036107011,A03FA03,30
035877024,N05BA06,2.5
036395010,C08CA05,30
036363036,R03BA03,1
035878040,J01DD04,2
035976024,N06AB04,20
026664096,J01MA02,1
038319012,C02CA04,4
037931019,J02AC01,.2
026886059,R03BA03,1
037159100,N03AX09,.3
039277304,C08CA13,10
035817030,C07AB02,.15
034866145,A02BC01,20
033921014,C03DA02,
033564055,A05AA02,.75
037479159,C08CA01,5
029330053,R03BA02,1.5
031128010,N04BC06,3
038360018,J01MA02,1
037345030,J01MA02,1
037927023,C02CA04,4
036308056,C09AA02,10
033304041,R06AX26,.12
025959040,N06AB03,20
034410050,L01CB01,.036
034271039,B05BB01,1
034294102,M05BA,1
034298051,A07EC02,1.5
034324032,A03AA05,.6
034535017,A12BA,2
034548065,M02AA15,3.5
034580023,N02BA51,
034429023,S01ED01,0
034471045,A02BA02,.3
034504023,J01DC04,1
034527198,L01AX03,360
034788012,A02BX02,4
034821025,R05CB01,.5
034620106,V08AB04,1
034629016,A11GA01,.2
034684011,A12CB01,.6
025833068,G01AF02,.1
025871031,C07CB03,1
025573066,R05CB06,.12
025647013,D01AC07,2
025680024,J01XX01,3
025707035,A10AC01,40
025747357,N07BA01,30
025767029,C09BA01,1
026114088,N01AX10,1
026141224,J01CR02,1
025934035,J01MA03,.8
025982051,D01AC12,1.5
026009047,N05AL07,.4
026021028,R03DA08,1.2
026046019,H02AB13,15
026616021,A02BA04,.3
026253031,B05AA06,500
026362057,A03FA06,1.5
035983028,A16AA05,.2
036196057,J05AE08,.3
036019026,B01AC11,.15
035782010,N02BE01,3
035902055,J01DD04,2
036030017,N06AB04,20
035919048,N05BA12,1
036269025,D06AX07,1
036274025,D07CC01,2
035914011,N05BA06,2.5
036257020,D06AX07,1
034004010,R03DC03,10
034129015,D11AX18,
034076063,G04BE03,50
034167027,C07CB03,1
033961020,H02AB02,1.5
033958024,J01CA12,14
032387072,B05BA03,1
032705030,A06AG04,1.5
030793158,B05BA03,1
025623012,C01DA14,40
028755027,A02BC03,30
017758018,A10BA02,2
025062035,M01AC01,20
034079018,C01BC03,.3
037301037,C09AA06,15
021110059,J04AB02,.6
036855043,N06AB06,50
038770107,C10AA01,30
038444194,N06AX16,.1
026073027,A05AA02,.75
036315087,C09AA01,50
036591030,J01DD02,4
037631013,C09BA02,1
032908042,B01AB01,10
037694015,G04CB01,5
037879234,J02AC01,.2
023616042,C07AB02,.15
034699013,R03BA03,1
034764100,M01AE01,1.2
034956033,B02BD02,500
034969028,N05BA12,1
034832232,L03AB05,2
034837029,V04CX,1
034852398,L03AB10,7.5
034898027,M03BX05,8
034933010,J07AL01,1
034947022,J05AR04,2
035195332,A10BA02,2
035211010,C03CA01,40
035026020,G02CX01,165
035054016,C07AB02,.15
035120070,L04AA10,3
035396011,C05AX03,2
035400023,N02BE51,4
035415052,N05BA12,1
035245024,A09AA04,6
026380016,N05BA10,.03
026422028,J07AX,1
026525105,A06AX01,1
026580035,J07AX,1
026947046,J07AM51,1
026965095,V08AB05,1
026697072,J05AF01,.6
026738118,B01AB06,2.85
026783023,A02BC01,20
026844199,H01AC01,2
026899031,V08AB04,1
027224031,M02AA07,2.5
027234032,S01AE01,.4
027015243,B03XA01,1
027074032,V08CA01,1
027089046,R03DA,.2
027104025,H01CB02,.7
027134030,J01DD08,.4
032266013,D08AC02,10
032392211,G03GA05,75
032776027,L01XA02,.025
032791016,J01CA04,1
035367414,A02BC05,30
035222013,J01CA04,1
035314018,M03BX05,8
035262070,J07BC01,1
035067026,C08CA05,30
035068030,J01DD01,4
035268010,M05BA,1
033254020,N06DA02,7.5
033287018,C08DB01,.24
033151034,J01CA04,1
032887010,N07XX02,.1
033054014,C07CB03,1
033175023,C08DB01,.24
032908030,B01AB01,10
033315019,L01XC02,7.5
024467108,M01AE02,.5
037875299,N05AX08,5
037206214,C10AA01,30
027201060,N04BC03,.04
027529104,J01FA09,.5
027530068,J01FA09,.5
027276082,B01AB04,2.5
027320023,J01XE01,.2
027377011,C05AA01,1.5
027405012,J01MA06,.8
027435078,R03DA04,.4
027485111,B05BA02,1
027833045,G01AF05,.1
027852033,N04BD01,5
027621022,R03BA02,.8
027669023,M01AE02,.5
027686082,H01AC01,2
027753108,N06AB06,50
027807066,N03AX09,.3
039630037,B01AC04,75
024744070,B02BD03,10
038451011,B01AE07,.22
041796121,N06DA02,7.5
039635026,C08CA13,10
039586159,N02AA55,75
040547073,C09AA04,4
040971018,C09AA04,4
039055090,B01AC22,10
039521012,M05BA07,5
040254169,L04AD02,5
035274012,L01XC04,15
035303015,N02BE51,2
035335025,A02BA02,.3
035373012,A16AB03,1
035505015,A02BA02,.3
035583018,C07BB07,1
035606072,B01AX05,2.5
021483146,R05DB13,25
021004193,R05CB02,24
022488062,J06BB02,.5
025519051,A12CC08,4.5
025561073,D06BA01,2
025669197,M01AE01,1.2
025747496,N07BA01,14
004763557,N02BA01,3
012745271,N02BE01,3
016242240,R02AA20,6
018155061,S01CA01,.4
030330029,A06AG01,1
030358042,D08AD,10
030902528,V07AB,1
026346039,H01BA04,12
026905099,B05BA01,1
027268097,J02AC01,.2
028249050,J01CR05,14
032930012,M01AX17,.2
033205016,D08AX,
035581038,M05BA03,60
035442019,C01CA04,.5
035601020,B02BC30,1
035750013,N05BA06,2.5
035646037,N05BA08,10
035640010,M03AC04,1
035478027,A11GA01,.2
035390018,N05AH02,.3
034489029,B01AC16,.2
034371118,R03AK06,4
034514036,J01DC04,1
034297034,J01CA06,1.2
034380030,J05AG03,.6
033588017,A07BA01,5
033616020,C03BA11,2.5
033706019,D07AC01,2
028033013,G03FB,
028159046,D07AC14,1
028119093,A05BA,1.2
027917020,S01BC03,.3
027951033,J01DD09,2
027963026,N06AB05,20
028480010,D01AE22,1
028491025,L01XA02,.025
028511095,M01AE03,.15
028282123,V08AB10,1
028282376,V08AB10,1
028330013,N04AA02,10
028364026,L03AX,1.6
028425041,D06BB03,1
028467049,J05AB01,4
028553016,V08BA01,
028580013,A03AA,.075
028612253,N01BB03,1
035561024,J06BB04,.5
035483027,J01DD01,4
035498070,B05DB,1
035715010,B05BB01,1
035722014,J05AB15,.125
035625021,N04BA05,4.5
035645035,N05BA08,10
035673021,N02CC07,2.5
035683123,L03AB11,26
035697010,B05BA10,1
035698036,B05DB,1
035871019,J05AF08,10
035883356,C10AA07,10
035740012,J05AB14,.9
035760038,A01AD11,1.2
035790017,M01AE02,.5
035820063,M01AH05,60
035826015,M03BX05,8
028984084,N01BB53,1
029111109,B01AB05,2
029820040,D08AD,10
031825096,N02AA59,3
031943994,B05BA03,1
032328027,A01AB11,1
035187069,J05AR10,.8
035206034,C03CA01,40
035120120,L04AA10,3
035143015,J06BA02,7
035423021,N05BA12,1
033816048,S01XA20,.5
034187322,C09DA06,1
034038024,L02BB01,.75
034076149,G04BE03,50
034114292,C09DA03,1
034134268,C09DA03,1
034421040,B02BD02,500
034527236,L01AX03,360
033734017,M02AC,2
033510025,C08DA01,.24
033402013,D07CC01,2.5
033639055,G03FB08,1
033765013,A11HA05,.01
033429046,J05AB01,4
033640386,N01BB03,1
033640323,N01BB03,1
033443033,B05BA02,1
033657038,B02BD02,500
033791031,N07BC01,8
034864052,L01BC53,5
034821037,R05CB01,1.6
034826026,D11AX10,1
034953024,C07AB07,10
035007018,A12AX,1
034914010,M03BX05,8
037387115,J02AC01,.2
028626024,R05DB26,30
028644084,N05BA12,1
028681056,N06AB04,20
029021045,J06BA02,7
029032036,A07FA02,1
029055086,V08CA04,1
028809022,D06BX01,1
028834137,N06AX16,.1
028853087,N02AX02,.3
028878078,N02AX02,.3
028930016,S01EB09,1
028989059,B05AA01,20
029009014,D01AC08,5
029353012,R06AX22,10
029354192,V08AB09,1
029129018,M01AE01,1.2
029169051,B05BA01,1
029173010,J05AB09,.75
029204029,B05DB,1
035856044,N05BA12,1
036011017,B03AB,.09
036026019,C09CA08,20
035913019,M05BC01,
035943024,J05AH02,.15
035959030,N05BA,2
035984018,G03AA09,1
035995012,L01XD03,.2
036211023,R03AC13,24
036223081,N05CD05,.25
036264024,D07CC01,2
036033037,N05BA08,10
036046047,N06AB04,20
036057040,N06AB04,20
036077016,N05CD06,1
036126047,N05BA,2
036161026,J06BB01,.2
036164907,B05DB,1
033888037,G04CX,2
004758025,A06AB06,24
003366147,A11GA01,.2
005032026,M02AX10,2.5
003785045,B03BA01,20
012745168,N02BE01,3
011074010,S01AX,.25
007537020,A11CC01,40
006451064,S01AX,.4
017076062,C05CA54,
014729038,H02AB02,1.5
016541031,S01CB04,.2
015045038,A02AX,6
020613105,S02CA02,.3
020942025,D11AE,2
019822028,C03DA01,75
020513014,G01AX05,.6
018930038,N03AD01,1.25
020561041,C05CA54,2
037185028,J01CR02,1
037112012,L01CD01,15
034675191,L04AB01,7
034726075,B05BA10,1
034764098,M01AE01,1.2
036145023,B05ZB,1
036459016,J01DD02,4
036313169,R06AX22,10
035447022,S01EE03,0
035618038,M01AE01,1.2
035672070,G04BE08,10
035783012,N02BE01,3
035839012,N05BA06,2.5
035844024,G01AX05,.6
036196083,J05AE08,.3
036057053,N06AB04,20
036931018,D01AC01,3
036825216,N04BA03,.45
029232093,N01BB01,1
029247020,V04CX,1
029251016,B05AA01,20
029551013,G03AA10,1
029610110,N07BC02,25
029361084,B05BA01,1
029418023,R03BA03,1
029430042,B05BA01,1
029444116,N06AX11,30
029480050,A07EC02,1.5
029512023,C10AB04,1.2
029824327,V07AB,1
029649011,A06AG04,1.5
029686019,D04AA10,2
029741030,R05DA09,90
029785021,M02AX10,10
029798055,A12CX,2
029823010,S01EA03,0
036455018,N01BB02,1
036462012,C07AG02,37.5
036476176,N03AX16,.3
036338010,C07AG02,37.5
036357022,D06AX07,1
036370029,J01XD01,1.5
036401014,C07AG02,37.5
036631012,N05CD05,.25
036481012,N05BA,2
036504064,B05AA01,20
036519027,N03AX12,1.8
036551048,G04BD04,15
036582017,N05AX12,15
036766018,J01CR02,3
036803017,N06AB06,50
036656015,N06AB04,20
036678100,C10BA02,
036694014,A16AX05,.15
036728018,C05CA03,.9
020075040,N02BB54,
019163017,S01FA04,.2
021458017,B02AA02,2
021460047,N06CA01,3.5
021835020,R01AD,1
022235042,D07XB05,2
022760110,D01AC01,3
022556070,D07AC08,2
022999015,M03BX01,50
022393084,L01DB01,5
022593204,M01AE01,1.2
022816019,D11AX,1
022839183,G01AA,.035
022895039,R05FB02,30
023087024,D07AC01,2
023589031,D06C,2
023183142,M02AA10,2.5
036371033,R03BA03,1
036483030,N06AB04,20
036663021,N03AX12,1.8
037356033,R06AE07,10
037108242,C09DA08,1
037029028,M01AE01,1.2
037232055,A03FA03,30
037235064,J02AC01,.2
037246079,C02CA04,4
037473081,C09BA03,1
037511019,J01CR05,14
037327044,C10AA01,30
037351018,N02AA59,3
037539020,J02AC01,.2
037396518,N02AA03,20
037432010,H02AB13,15
037701238,C08CA01,5
037662020,J02AC01,.2
037672021,J02AC01,.2
029849027,B05BC,1
029857012,B05XA05,1
029836160,B05BB01,1
029872328,B05BB01,1
029873015,V07AC,1
029918036,D08AG03,5
029874409,B05XA03,1
029862012,B05XA06,1
029863026,B05BA03,1
029863937,B05BA03,1
030497109,A06AG04,1.5
030523068,A12CX,2
029939016,R05FA02,30
030106013,G04CA02,.4
030231029,A01AD11,2
030334078,A06AG04,1.5
030336059,A12CX,2
030470013,P01BC01,1.5
038035010,R06AE07,10
038038016,C08CA01,5
038096309,C08CA01,5
038048132,J02AC01,.2
037975051,J01FA10,.3
038004154,C09BA05,1
038011019,D05AX02,2
038209021,C09AA05,2.5
038220012,C08CA01,5
038108039,J01MA02,1
038122103,V08CA06,1
038127027,B05BA03,1
038145013,N07CA01,24
038152017,B05XA30,1
038165027,L01CX01,.129
038190132,B03XA01,1
038348215,B03XA03,4
038381024,B03XA01,1
038300012,G03AA12,1
033632023,N06AX18,8
033488026,A02BC03,30
033640208,N01BB03,1
034012029,C01BC03,.3
034171088,N01BB01,1
034883013,M03AX01,1
034994044,J01DD01,4
035039229,N03AX14,1.5
035069018,R03BA03,1
035352032,R03BA03,1
035691056,B03XA02,4.5
035901014,B05BA10,1
036088045,R02AD,
036284014,N05CD06,1
036534016,A03BB01,60
036885010,N04BA02,
036905115,C09AA05,2.5
037042013,J01CR02,1
037057041,B01AC21,4.3
037918012,C08CA06,.3
038320014,C01BD01,.2
038343036,R01AD12,.11
038477079,C09BB04,1
038492017,N02BA01,3
038381113,B03XA01,1
038405027,C09BA05,1
038411017,G04CB01,5
038443014,G04CB01,5
038453039,R05CB06,.12
038470050,N05AH03,10
038632028,V03AB33,1
038648022,C08CA01,5
038665016,N02BE01,3
038521011,C09BA03,1
038543017,G03AA12,1
038556027,J01XX01,3
038575015,M02AA15,2
037127077,M05BA03,60
037292024,J01MA02,1
037341056,A02BC01,20
037465111,C09AA07,7.5
037891013,D07CC01,2
038139034,A02BC02,40
038261020,D10AD53,1
038494062,B03XA01,1
038665055,N02BE01,3
038821118,C10AA01,30
038904367,V03AN01,
038941011,V03AN01,
038971038,L01BC05,.25
039000031,L01DB03,6.5
038963070,V03AN01,
039132093,V03AN01,
039275021,A02BC02,40
039231030,N05AH03,10
039259116,V03AN01,
038613028,S01EE01,0
038810040,C07AB07,10
038812018,G04BD04,3.9
038670117,G04CB01,5
038684015,S01CA01,.4
038717017,J01CR05,14
038724581,A10BB12,2
038756019,J01FA10,.3
038904811,V03AN01,
038907198,V03AN01,
038907313,V03AN01,
038852012,R06AA02,.3
038865034,A03BB01,60
038901548,V03AN01,
038904254,V03AN01,
038943573,V03AN01,
038944284,V03AN01,
038908137,V03AN01,
038919041,N03AX18,.3
039422023,M03BX02,12
039775046,G04CA04,8
039814052,L02AE02,60
040470128,N05AH03,10
040761025,N05AH05,20
041311592,C09DA04,1
038928014,L01CA01,1.5
039017025,V03AN01,
039018015,V03AN01,
039015021,A02BC02,40
038960035,V03AN01,
038962080,V03AN01,
039110352,V03AN01,
039018229,V03AN01,
039041013,G04BX14,30
039056015,B06AC01,1.4
039065014,N01BB58,1
039073010,B05AA01,20
039110554,V03AN01,
039120035,N05CD08,15
039133119,V03AN01,
039134402,V03AN01,
039263049,L01XA02,.025
039160066,V03AN01,
039164037,C09CA01,50
039184041,N01AX10,1
039218019,R05CB02,24
039254103,C09CA01,50
039259179,V03AN01,
039455023,R05CB01,.5
039297027,M03BX02,12
039304011,N05CD06,1
039351010,A02BC04,20
039361148,J01MA02,.5
039382015,L01XX19,30
039402110,N05AL05,.4
039409026,N01BB09,1
039427075,R05CB07,.4
039605062,V03AN05,
039518016,M05BA07,5
039534072,V08AB04,1
039540012,L01CA05,28
039557071,V03AN05,
039570015,G03AA12,1
039750068,N06AB06,50
039753191,A10BX02,4
039231028,N05AH03,10
039605326,V03AN05,
039632043,L02BG03,1
039647134,N01BB09,1
039663012,D06BB03,1
039689017,A04AA01,16
039722018,S02AA15,1.6
039941137,B05BA10,1
039961014,A06AB58,2
039980014,L04AA06,2
039804024,C10AB05,.2
039845096,L01BA01,30
039907011,L04AA06,2
039935034,J01DF01,.225
039941048,B05BA10,1
040147100,C07AB07,10
040159182,N06DA02,7.5
040184018,A02BC02,40
040129102,C10AA05,20
040005011,J01DH51,2
040056032,N04BC05,2.5
040077048,J01DH02,2
040371167,C09CA06,8
040378010,S01AA12,.3
040198032,A02BC05,30
040202020,J01MA12,.5
040234369,C10AA05,20
040248116,C10AA05,20
040258055,B05BA03,1
040267078,J06BA02,7
040585022,C01CA24,.5
040596025,J01MA12,.5
040638025,L01BC05,.25
040415022,B05BA10,1
040422786,N02AX06,.4
040469025,A04AA01,16
040508119,C09DA06,1
040561072,C10AA05,20
040581011,L01DB01,5
040778211,V03AN01,
040798011,N02BE01,3
040654067,L01XA03,10.9
040691014,D07CC01,2
040723013,C09CA03,80
041060029,N02BE01,3
041101332,C10AA05,20
040872044,R06AX27,5
040913081,C09CA06,8
040974053,R03DC03,10
040992277,C09CA06,8
041011180,N05AH03,10
041362017,A12AA20,.5
041392248,C09DA01,1
041411012,D01AC02,2
041146010,B01AC10,.2
041187028,N02CC03,2.5
041238015,M01AE01,1.2
041334020,J01GB01,.112
041946031,N07XX02,.1
041989017,A11HA02,.16
041462019,C07AB07,10
041507017,S01ED51,0
041602018,N05BA12,1
041669019,A07BC05,9
042045017,M02AX10,2.5
038239012,A02BC01,20
040839019,A02BC05,30
039115023,A02BC02,40
040201067,A02BC05,30
041156011,H01CB02,.7
037152081,N04BC09,6
037173010,A16AB08,10
037181157,J02AC01,.2
037219060,J01MA02,1
037369143,C09BA06,1
037391289,J02AC01,.2
037267022,A02BC03,30
037317043,C10AA01,30
037323019,N07BC04,1.4
037523026,J01MA02,.5
037538016,M05BA03,60
037543030,J02AC01,.2
037410038,D01AE15,2
037431020,H02AB13,15
037444015,M05BA04,10
037512011,C08CA06,.3
037666017,J01CR05,14
001340025,A11HA02,.16
007899014,N05AA01,.1
012235040,R02AA02,1.5
008997052,A06AB02,10
016805095,N05AD01,8
016242137,R02AA20,6
020019028,N06AA09,75
018469066,J01AA04,.6
018805022,S01BA01,.6
021481320,R05CB07,.4
022662062,J01DB04,3
022370047,D07AC04,2
022863068,C04AD03,1
023244027,D10AD01,2
023483035,R05FB01,40
024737037,C07CB03,1
024957312,G01AF04,.1
025262066,M01AC01,20
026322026,A16AA01,2
037675016,C08CA01,5
037552027,R06AX13,10
037568019,A10BX04,15
037579024,L01XA03,10.9
037599406,N05AX08,5
037621048,C09AA05,2.5
037651027,A02BC03,30
037795059,J02AC01,.2
037687035,J01MA02,1
037722244,G04CB01,5
037732082,J01DC02,.5
037762010,C09AA03,10
037768037,G04BD06,30
037942012,A02BC01,20
037953041,L02BG03,1
037819036,R06AE07,10
037833047,J01FA09,.5
037875073,N05AX08,5
037894019,D08AC52,10
026380030,N05BA10,.03
026887036,C01DA08,60
027457023,S01CA01,.3
028510016,M01AX17,.2
028746016,A05AA02,.75
028878080,N02AX02,.3
029309059,D10AD03,1
029447063,B02BD08,2500
029843075,B05BB01,1
029895036,M02AX10,10
030721056,B05BB01,1
030904130,N01BB53,1
030904458,N01BB53,1
031055078,B05BA03,1
031063023,M02AX10,10
031088166,B05BB01,1
031846049,J05AB01,4
033294012,M01AE02,.5
027563067,A10AD01,
036689014,L01DB03,
037188012,J01CR02,
038919142,N03AX18,
039005032,H01BA02,
039005160,H01BA02,
039100072,H01CB02,
039266174,C09AA09,
039363015,J05AB04,
039363027,J05AB04,
039363039,J05AB04,
039528029,B01AC04,
036689026,L01DB03,
036689040,L01DB03,
036700045,N03AX12,
036369027,C07AG02,
036369104,C07AG02,
036372011,R03BA03,
036372023,R03BA03,
036385019,L01CD01,
036385021,L01CD01,
036385033,L01CD01,
036389029,N06AB04,
036410013,N03AX12,
036435016,N06AB04,
036435028,N06AB04,
036451019,N06AB05,
036494019,J01DD02,
036505016,S01CA07,
036510129,N06AB04,
036520017,N03AX12,
036520029,N03AX12,
036520031,N03AX12,
036554057,N06AB05,
036574034,N03AX12,
036575025,L04AA21,
036581039,N06AX21,
035508023,B05BA10,
035510015,C09AA01,
035510027,C09AA01,
035537012,R05CB06,
035555010,R06AX17,
035555022,R06AX17,
035568029,N02AE01,
035568056,N02AE01,
035592017,A07EC02,
035599048,M01AE03,
035608013,C09DA07,
035615020,C10AA02,
035615044,C10AA02,
035623026,C10AA02,
035623040,C10AA02,
035631074,M01AH04,
035638028,C10AA02,
035638042,C10AA02,
035660036,A07FA,
035661014,J01MA06,
035666015,R06AE09,
035666066,R06AE09,
035666092,R06AE09,
035668045,R03BB04,
035669023,J01DD04,
035669035,J01DD04,
035672056,G04BE08,
035675026,D05AX52,
035676028,D05AX52,
035688011,A02BA02,
035691031,B03XA02,
035701022,A02BA02,
035702024,A02BA02,
035716024,L03AA13,
035717014,L03AA13,
035717026,L03AA13,
035735012,G04BE09,
035735063,G04BE09,
035735099,G04BE09,
035735101,G04BE09,
035737016,R03BA03,
035741014,G04CA03,
035741026,G04CA03,
035746015,G04CA03,
035746027,G04CA03,
035770015,G04CA03,
035770027,G04CA03,
035787023,N06AB05,
035788025,N06AB05,
035807015,J01DD04,
035807027,J01DD04,
035818069,N06AB05,
035832056,M02AA15,
035860028,A02BA02,
035860067,A02BA02,
035869027,J01DD04,
035887025,J01DD04,
035888027,J01DD01,
035904034,A07FA,
035924036,J01DD04,
035932060,A10AB01,
035933035,A10AE01,
037189040,N06AB06,
037189127,N06AB06,
037226053,A07AA11,
037229061,N04BC04,
037229073,N04BC04,
037229111,N04BC04,
037255015,A07AA11,
037276019,A07AA11,
037278013,A07AA11,
037279015,A07AA11,
037287012,J01MA02,
037332018,J01CR02,
037332020,J01CR02,
037358037,C10AA01,
037358049,C10AA01,
037358052,C10AA01,
037361019,A07AA11,
037366022,C09AA03,
037407044,J01FA09,
037407095,J01FA09,
037427059,G04CA02,
037442050,M01AC06,
037442148,M01AC06,
037446010,J01FA09,
037454030,R06AX13,
037475175,A04AA01,
037478070,R06AX13,
037516061,J01FA09,
037516390,J01FA09,
037555113,J01FA10,
037555164,J01FA10,
037575014,C09AA06,
037575343,C09AA06,
037602101,A10BB12,
037608015,S01LA04,
037617343,C07AB07,
037659012,A07AA11,
037693013,A02BC01,
037693025,A02BC01,
037702040,N03AF02,
037702139,N03AF02,
037712078,C09AA05,
037712179,C09AA05,
037712217,C09AA05,
037726015,D05AX02,
037737018,R06AE07,
037737020,R06AE07,
037755271,N03AX11,
037758024,C02KX03,
037811015,A02BC01,
037811027,A02BC01,
037816016,A02BC01,
037816028,A02BC01,
037882038,J06BA01,
037882040,J06BA01,
037882065,J06BA01,
037896014,A02BC01,
037896026,A02BC01,
037909013,M01AC06,
037924026,A02BC01,
037949017,A02BC01,
037966468,C10AA03,
037966583,C10AA03,
038246029,G04CA01,
038277012,M01AB15,
038295022,D07XC01,
038314163,N03AX11,
038378042,N05AX08,
038447025,M03BX02,
038447090,M03BX02,
038475051,N03AX11,
038485013,N03AG01,
038567071,C09AA06,
038607077,N02CC01,
038607089,N02CC01,
038633020,L01XE07,
038639035,N02CC01,
038639098,N02CC01,
038645038,N06AX16,
038645139,N06AX16,
038675029,C10AD52,
038722017,M01AE03,
038769105,N04BC04,
038769131,N04BC04,
038901082,V03AN01,
038901106,V03AN01,
037970136,N03AX09,
037992029,A02BC01,
038017024,C08CA01,
038017176,C08CA01,
038030045,J01DC02,
038030084,J01DC02,
038036087,N03AG01,
038036240,N03AG01,
038041024,N04BA02,
038041063,N04BA02,
038050023,N02AX02,
038050314,N02AX02,
038050617,N02AX02,
038068019,C10AA03,
038068033,C10AA03,
038105019,A02BC01,
038105021,A02BC01,
038131013,A02BC01,
038131025,A02BC01,
038241028,C09AA05,
038241030,C09AA05,
038241055,C09AA05,
036700185,N03AX12,
036700250,N03AX12,
036708042,N03AX12,
036708143,N03AX12,
036708257,N03AX12,
036719021,H05BX01,
036719060,H05BX01,
036719108,H05BX01,
036750014,N02AB03,
036750077,N02AB03,
036778064,N06AB06,
036820049,J01CR02,
036830026,J01DD02,
036830038,J01DD02,
036834012,B02AA02,
036835015,B02AA02,
036836017,N06AB04,
036846018,J01CR02,
036846020,J01CR02,
036850016,A10AE05,
036855017,N06AB06,
036868040,M05BA03,
036882037,J01CR02,
036883015,A07AA11,
036884017,A07AA11,
036886012,A07AA11,
036898017,C03CA04,
036902017,A07AA11,
036916183,A02BC03,
036916462,A02BC03,
036952036,A10BB12,
036955019,A07AA11,
036956035,A10BB12,
036960021,A10BB12,
036967014,L02AE02,
036967026,L02AE02,
036985036,C10AA03,
036985048,C10AA03,
037017011,S01LA03,
037036011,A07AA11,
